,belongs_to_collection,budget,genres,homepage,original_language,popularity,production_companies,production_countries,runtime,spoken_languages,title,vote_average,vote_count,year,day,month,cast,cast_size,crew_size,director
42881,,40000000.0,"['Romance', 'Drama', 'War']",,en,13.256679,['Eastern Sunrise Films'],"['Turkey', 'United States of America']",111.0,1,The Ottoman Lieutenant,6.5,38.0,2017.0,Fri,Mar,"['Michiel Huisman', 'Hera Hilmar', 'Josh Hartnett', 'Ben Kingsley', 'Haluk Bilginer', 'Affif Ben Badra', 'Paul Barrett', 'Selcuk Yontem', 'Brian Caspe', 'Begum Burian', 'Jessica Turner', 'Peter Hosking', 'Eliska Slansky', 'Hasan Say', 'Deniz Kilic Flak', 'Aysen Sümercan', 'Murat Seven', 'Bree Welch', 'Joe Weintraub', 'Ephraim Goldin', 'Tzvi Shmilovich', 'Ara Woland', 'Ayse Eldek', 'Ali Riza Sahenk']",24,4,Joseph Ruben
42884,,6000000.0,"['Drama', 'Mystery', 'Thriller']",http://www.ifcfilms.com/films/personal-shopper,fr,11.186981,"['ARTE France Cinéma', 'Sirena Film', 'Scope Pictures', 'Poisson Rouge Pictures', 'Detailfilm', 'CG Cinéma', 'Vortex Sutra']","['Germany', 'France']",105.0,3,Personal Shopper,5.8,239.0,2016.0,Wed,Oct,"['Kristen Stewart', 'Lars Eidinger', 'Anders Danielsen Lie', 'Sigrid Bouaziz', 'Nora von Waldstätten', 'Hammou Graïa', 'Benjamin Biolay', 'Audrey Bonnet', 'Aurélia Petit', 'Pamela Betsy Cooper', 'Benoït Peverelli', 'Ty Olwin', 'Pascal Rambert', 'Dan Belhassen', 'Leo Haidar', 'Abigail Millar', 'Khaled Rawahi', 'David Bowles', 'Christina Konstantinidis', 'Charles Gillibert', 'Olivia Ross', 'Thibault Lacroix', 'Calypso Valois', 'Yun Lai', 'Fabrice Reeves']",25,50,Olivier Assayas
42922,,20000000.0,"['Drama', 'Fantasy']",http://www.theshack.movie,en,16.392712,"['Summit Entertainment', 'Netter Productions']",['United States of America'],132.0,1,The Shack,6.9,330.0,2017.0,Fri,Mar,"['Sam Worthington', 'Octavia Spencer', 'Tim McGraw', 'Aviv Alush', 'Sumire Matsubara', 'Radha Mitchell', 'Graham Greene', 'Gage Munroe', 'Megan Charpentier', 'Lane Edwards', 'Alice Braga', 'Ryan Robbins', 'Emily Holmes', 'Amélie Eve', 'Jordyn Ashley Olson', 'Laura MacKillop', 'Derek Hamilton', 'Tanya Hubbard', 'Carson Reaume', 'David Mackay', 'Christopher Britton', 'Kendall Cross', 'Jay Brazeau', 'Greta Makena Gibson', 'David Longworth', 'Ty Olsson', 'Leena Manro', 'Kayla Fielding', 'Grace Netter']",29,59,Stuart Hazeldine
42929,,58000000.0,"['Horror', 'Science Fiction', 'Thriller']",http://www.lifemovie.com/,en,36.263803,"['Columbia Pictures', 'Skydance Productions', 'Sony Pictures Entertainment (SPE)', 'Nvizage']",['United States of America'],103.0,3,Life,6.3,1959.0,2017.0,Wed,Mar,"['Jake Gyllenhaal', 'Rebecca Ferguson', 'Ryan Reynolds', 'Hiroyuki Sanada', 'Ariyon Bakare', 'Olga Dihovichnaya', 'Alexandre Nguyen', 'Hiu Woong-Sin', 'Camiel Warren-Taylor', 'Naoko Mori', 'Elizabeth Vargas', 'David Muir', 'Allen McLean', 'Jesus Del Orden', 'Haruka Kuroda']",15,80,Daniel Espinosa
42944,,30000000.0,"['Action', 'Adventure', 'Drama', 'History']",http://www.lostcityofzfilm.co.uk/home,en,21.791111,"['Plan B Entertainment', 'Northern Ireland Screen', 'Sierra / Affinity', 'MICA Entertainment', 'MadRiver Pictures', 'Keep Your Head']","['United Kingdom', 'United States of America']",140.0,4,The Lost City of Z,6.1,598.0,2016.0,Sat,Oct,"['Charlie Hunnam', 'Robert Pattinson', 'Sienna Miller', 'Tom Holland', 'Angus Macfadyen', 'Ian McDiarmid', 'Franco Nero', 'Bobby Smalldridge', 'Tom Mulheron', 'Edward Ashley', 'Harry Melling', 'Daniel Huttlestone', 'Johann Myers', 'Michael Ford-FitzGerald', 'Aleksandar Jovanović', 'Michael Jenn', 'Nicholas Agnew', 'Frank Clem', 'Clive Francis', 'Matthew Sunderland', 'Yelena Solovey', 'Murray Melvin', 'Bethan Coomber', 'David Calder', 'Stacy Shane', 'Richard Croxford', 'Niall Cusack', 'Colin Carnegie', 'Pat Mooney', 'Louise Parker', 'Gustavo Duque', 'Fernando Vigui', 'Nick Sampson', 'Ruairí Heading']",34,82,James Gray
42976,,100000000.0,"['Action', 'Adventure', 'Science Fiction']",http://www.powerrangers.movie/,en,23.247298,"['Lionsgate', 'Saban Brands']","['United States of America', 'Canada']",124.0,1,Power Rangers,6.3,1321.0,2017.0,Thu,Mar,"['Dacre Montgomery', 'Naomi Scott', 'RJ Cyler', 'Becky G', 'Ludi Lin', 'Bill Hader', 'Bryan Cranston', 'Elizabeth Banks', 'David Denman', 'Caroline Cave', 'Anjali Jay', 'Patrick Sabongui', 'Erica Cerra', 'Kayden Magnuson', 'Sarah Grey', 'Emily Maddison', 'Jaime M. Callica', 'Matt Shively', 'Garry Chalk', 'Fred Tatasciore', 'Jason David Frank', 'Amy Jo Johnson', 'Fiona Vroom', 'Lisa Berry', 'Morgan Taylor Campbell', 'Clayton Chitty', 'Ranjit Samra']",27,22,Dean Israelite
42977,"{'id': 135416, 'name': 'Prometheus Collection', 'poster_path': '/gMjiXB5dhV8nN77xXnhTIhARE7a.jpg', 'backdrop_path': '/cK83Pq8SJoeSTnLJucr8IWn35KF.jpg'}",97000000.0,"['Horror', 'Science Fiction', 'Thriller']",https://alienuniverse.com/alien-covenant,en,72.884078,"['Twentieth Century Fox Film Corporation', 'Scott Free Productions', 'Brandywine Productions', 'TSG Entertainment']","['Australia', 'Canada', 'New Zealand', 'United Kingdom', 'United States of America']",122.0,1,Alien: Covenant,5.7,2677.0,2017.0,Tue,May,"['Michael Fassbender', 'Katherine Waterston', 'Billy Crudup', 'Danny McBride', 'Demián Bichir', 'Carmen Ejogo', 'Jussie Smollett', 'Callie Hernandez', 'Amy Seimetz', 'Nathaniel Dean', 'Alexander England', 'Benjamin Rigby', 'Uli Latukefu', 'Tess Haubrich', 'Lorelei King', 'Goran D. Kleut', 'Andrew Crawford', 'Guy Pearce', 'James Franco', 'Noomi Rapace', 'Javier Botet', 'Benjamin Taylor']",22,125,Ridley Scott
42981,,10000000.0,"['Action', 'Comedy', 'Crime', 'Thriller']",,en,10.403003,"['Film4', 'Rook Films', 'Protagonist Pictures', 'A24']","['France', 'United Kingdom']",90.0,1,Free Fire,6.3,232.0,2017.0,Fri,Mar,"['Sharlto Copley', 'Armie Hammer', 'Brie Larson', 'Cillian Murphy', 'Jack Reynor', 'Sam Riley', 'Michael Smiley', 'Noah Taylor', 'Babou Ceesay', 'Enzo Cilenti', 'Patrick Bergin', 'Tom Davis', 'Mark Monero', 'Sara Dee']",14,47,Ben Wheatley
43132,,25000000.0,"['Action', 'Comedy', 'Crime']",http://chipsthemovie.com,en,12.238061,"['Warner Bros.', 'Primate Pictures']",['United States of America'],100.0,2,CHiPS,6.2,277.0,2017.0,Thu,Mar,"['Michael Peña', 'Dax Shepard', 'Jessica McNamee', 'Rosa Salazar', 'Kristen Bell', 'Adam Brody', 'Ryan Hansen', 'Maya Rudolph', 'Adam Rodríguez', 'Justin Chatwin', ""Vincent D'Onofrio"", 'Ben Falcone', 'Jane Kaczmarek', 'Richard T. Jones', 'Jackie Tohn', 'Mara Marini', 'Vida Guerra', 'Arturo del Puerto', 'Aly Mawji', 'Rene Moran', 'Carly Hatter', 'John Duff', 'Kelly Richardson', 'Clay Cullen', 'Jess Rowland', 'Cameron Cruz', 'Jamie Bock', 'Becky Feldman', 'Monica Padman', 'Isiah Whitlock Jr.', 'Mae Whitman', 'Morgan Krantz', 'Josh Duhamel', 'Erik Estrada', 'Cody Banta', 'David Koechner', 'Phillip Marshall Tyler', 'Caitlin Rice']",38,60,Dax Shepard
43133,,5000000.0,"['Comedy', 'Drama']",http://www.foxsearchlight.com/table19/,en,8.645067,"['21 Laps Entertainment', '3311 Productions', 'Story Ink']","['United States of America', 'Finland']",87.0,2,Table 19,6.2,192.0,2017.0,Fri,Jan,"['Anna Kendrick', 'Craig Robinson', 'June Squibb', 'Lisa Kudrow', 'Stephen Merchant', 'Tony Revolori', 'Wyatt Russell', 'Amanda Crew', 'Becky Ann Baker', 'Thomas Cocquerel', 'Maria Thayer', 'Andrew Daly', 'Andy Stahl', 'Rya Meyers', 'Chris Whitley', 'Margo Martindale', 'Megan Lawless', 'Sheri Mann Stewart', ""Tommy O'Brien"", 'Richard Haylor', 'Carlos Aviles', 'Chelle Ramos']",22,59,Jeffrey Blitz
43134,,25000000.0,"['Crime', 'Comedy', 'Drama']",,en,15.157255,"['New Line Cinema', 'Village Roadshow Pictures', 'De Line Pictures', 'Warner Bros.', 'RatPac-Dune Entertainment']",['United States of America'],96.0,1,Going in Style,6.6,543.0,2017.0,Thu,Apr,"['Morgan Freeman', 'Michael Caine', 'Alan Arkin', 'Joey King', 'Matt Dillon', 'Ann-Margret', 'Maria Dizzia', 'Christopher Lloyd', 'Siobhan Fallon', 'John Ortiz', 'Peter Serafinowicz', 'Kenan Thompson', 'Josh Pais', 'Richie Moriarty', 'Jorge Chapa', 'Anthony Chisholm', 'Jeremy Bobb', 'Seth Barrish', 'Ashley Aufderheide', 'Gillian Glasco', 'Jeremy Shinder', 'Nick Cordero', 'Barbara Ann Davison', 'Jojo Gonzalez', 'Precious Sipin', 'Meredith Antoian', 'Annabelle Chow', 'Nancy Sun', 'Jessica Perez', 'Marlon Perrier', 'Kenneth Maharaj', 'Lulu Picart', 'Tony Arrigo', 'Kieran Clark', 'Lolita Foster', 'Frank Anello', 'Nick Austin', 'Marshall Axt', 'Aaron Ayhan', 'Matt Ballard', 'Tommy Bayiokos', 'James Brickhouse', 'José Báez', 'Chris Carfizzi', 'Katlyn Carlson', 'Nancy Castro', 'Marc Chouen', 'Richard R. Corapi', 'Frisco Cosme', 'Gina Diaz', 'Bella DiDomenico', 'Joe Remy Dolinsky', 'Ratnesh Dubey', 'Laren England', 'Neil Fleischer', 'A.J. Franklin', 'Olli Haaskivi', 'Peter Munson Hogan', 'David E. Jenkins Jr.', 'Jeanmarie Lally', 'Lyssa Mandel', 'Dillon Mathews', 'Doris McCarthy', 'Longmore Mikhala', 'Robert Myers', 'Leslie C. Nemet', 'Melanie Nicholls-King', ""Thelma O'Leary"", 'Katrina E. Perkins', 'Jen Ponton', 'Tod Rainey', 'Michelle Santiago', 'Denise Scilabra', 'Eddie Sellner', 'Nancy Ellen Shore', 'Guy Sparks', 'Mark St. Cyr', 'Janet Stanwood', 'Arthur Swain', 'Linden Tailor', 'Paul Thornton', 'Aly Tricarico', 'Richard Zavaglia', 'Lisa Zebrowski', 'James Zeiss']",85,35,Zach Braff
43169,,940000.0,"['Drama', 'Family', 'Romance']",,ta,0.739665,"['Madras Talkies', 'Studio Green']",['India'],138.0,2,O Kadhal Kanmani,5.8,12.0,2015.0,Fri,Apr,"['Dulquer Salmaan', 'Nithya Menen', 'Prakash Raj', 'Leela Samson', 'Prabhu Lakshman', 'Ramya Subramanian', 'Kaniha', 'B. V. Doshi', 'Vinodhini Vaidynathan']",9,13,Mani Ratnam
43176,,20000000.0,"['War', 'Drama', 'History', 'Romance']",http://www.bitterharvestfilm.com/,en,3.573865,"['Pandastorm Pictures', ""Devil's Harvest Production"", 'Andamar Entertainment']",['Canada'],103.0,1,Bitter Harvest,6.7,22.0,2017.0,Thu,Feb,"['Max Irons', 'Samantha Barks', 'Terence Stamp', 'Barry Pepper', 'Tamer Hassan', 'Aneurin Barnard', 'Tom Austen', 'Richard Brake', 'William Beck', 'Lucy Brown', 'Nicholas Aaron', 'Edward Akrout', 'Gary Oliver', 'Jack Hollington', 'Richard Ashton', 'Paul Hickey', 'Michael Jenn', 'Rod Hunt', 'Malcolm Freeman', 'Joey Price', 'Kevin Hudson', 'Kathy Kiera Clarke', 'Adam McNamara', 'David G. Robinson', 'Jocasta Anderson', 'Tim Charles', 'Kane Ogieva', 'Rob Mitchell-James', 'Ostap Stupka', 'Denis Khoroshko', 'Dominic Borrelli', 'Jane Thorne', 'Marat Khairoullin']",33,12,George Mendeluk
43196,,400000.0,"['Documentary', 'Drama']",,en,0.038876,[],[],80.0,1,The Amazing Truth About Queen Raquela,5.0,1.0,2008.0,Fri,Mar,"['Raquela Rios', 'Olivia Galudo', 'Stefan C. Schaefer']",3,1,Olaf de Fleur Johannesson
43220,,17820000.0,['Comedy'],,fr,9.482248,['Studio Canal'],['France'],94.0,1,RRRrrrr!!!,6.2,228.0,2004.0,Wed,Jan,"['Marina Foïs', 'Gaëlle Cohen', 'Maurice Barthélemy', 'Alain Chabat', 'Gérard Depardieu', 'Jean Rochefort', 'Jean-Paul Rouve', 'Valérie Lemercier']",8,6,Alain Chabat
43229,"{'id': 106011, 'name': 'Shadow Boxing Collection', 'poster_path': '/dGd4SGR3MuHUgG4WWyl8YO1uVpZ.jpg', 'backdrop_path': '/v5LLxWvV9bZWkBf1uUb7cruSQm8.jpg'}",3500000.0,['Action'],,ru,0.768181,[],['Russia'],126.0,1,Shadowboxing,5.0,13.0,2005.0,Sat,Mar,"['Andrei Panin', 'Elena Panova', 'Denis Nikiforov', 'Dmitriy Shevchenko', 'Alexander Kuznetsov', 'John Amos', 'Sergei Bezrukov', 'Ivan Makarevich']",8,1,Aleksei Sidorov
43231,"{'id': 134897, 'name': 'The Smurfs (Theatrical) Collection', 'poster_path': '/m5p3J2GVAWkHc5UW7mDGXCt7nO7.jpg', 'backdrop_path': '/wMtKE8b0iBt0fZF28vcUiA7ghVt.jpg'}",60000000.0,"['Adventure', 'Animation', 'Comedy', 'Family']",,en,16.972835,"['Columbia Pictures', 'Sony Pictures Animation', 'Kerner Entertainment Company']",['United States of America'],89.0,2,Smurfs: The Lost Village,6.2,311.0,2017.0,Thu,Mar,"['Julia Roberts', 'Ariel Winter', 'Ellie Kemper', 'Mandy Patinkin', 'Jeff Dunham', 'Michelle Rodriguez', 'Gabriel Iglesias', 'Jake Johnson', 'Tituss Burgess', 'Danny Pudi', 'Joe Manganiello', 'Gordon Ramsay', 'Rainn Wilson', 'Demi Lovato', 'Jack McBrayer', 'Alejandro Cuello']",16,6,Kelly Asbury
43240,,20000000.0,"['Drama', 'History']",http://www.focusfeatures.com/thezookeeperswife/,en,13.655178,"['Scion Films', 'LD Entertainment', 'Czech Anglo Productions']","['Czech Republic', 'United Kingdom', 'United States of America']",126.0,1,The Zookeeper's Wife,7.1,160.0,2017.0,Fri,Mar,"['Jessica Chastain', 'Johan Heldenbergh', 'Daniel Brühl', 'Timothy Radford', 'Efrat Dor', 'Iddo Goldberg', 'Shira Haas', 'Michael McElhatton', 'Val Maloku', 'Martha Issová', 'Frederick Preston', 'Goran Kostić', 'Anna Rust', 'Daniel Ratimorský', 'Theo Preston', 'Viktoria Zakharyanova', 'Arnošt Goldflam', 'Marián Mitaš', 'Martin Hofmann', 'Jitka Smutná', 'Waldemar Kobus', 'Viktorie Jenicková', 'Adira B. Cole Abbett', 'Hana Pindurová', 'Slavko Šobin', 'Alena Mihulová', 'Nataša Burger', 'Hana Frejková', 'Magdalena Lamparska', 'Vilma Frantová', 'Magdaléna Sidonová', 'Petra Buckova', 'Roman Vejdovec', 'Ladislav Hampl', 'Václav Neuzil', 'Brian Caspe', 'Ester Kočičková', 'Roman Horák', 'Jakub Šmíd', 'Gabriel Cohen', 'Josef Guruncz']",41,21,Niki Caro
43261,,7000000.0,['Drama'],http://www.foxsearchlight.com/gifted/,en,16.025911,"['Fox Searchlight Pictures', 'FilmNation Entertainment', 'Dayday Films', 'Grade A Entertainment']",['United States of America'],101.0,1,Gifted,7.7,549.0,2017.0,Wed,Apr,"['Chris Evans', 'Mckenna Grace', 'Lindsay Duncan', 'Jenny Slate', 'Octavia Spencer', 'Glenn Plummer', 'Julie Ann Emery', 'Joe Chrest', ""Keir O'Donnell"", 'Jona Xiao', 'John Finn', 'John M. Jackson', 'Candace B. Harris', 'Kelly Collins Lintz', 'Jon Sklaroff', 'Brody Rose']",16,7,Marc Webb
43274,,10000000.0,"['Action', 'Science Fiction', 'Thriller']",,ta,1.264714,"['Studio Green', '2D Entertainment']",['India'],164.0,1,24,7.1,22.0,2016.0,Thu,May,"['Suriya ', 'Samantha Akkineni', 'Nithya Menen', 'Saranya Ponvannan', 'Mohan V. Raman', 'Girish Karnad', 'Ajay', 'Sathyan Sivakumar', 'Charle', 'Appukutty', 'Harshavardhan']",11,34,Vikram Kumar
43281,,10500000.0,"['Drama', 'Thriller']",,en,10.150041,"['Ingenious Media', 'Protozoa Pictures', 'thefyzz', 'Oak Productions', 'Emmett Furla Oasis Films (EFO Films)', 'Pacific View Management', 'Union Editorial', 'Hat and Cat Productions']",['United States of America'],92.0,1,Aftermath,5.8,162.0,2017.0,Thu,Apr,"['Arnold Schwarzenegger', 'Scoot McNairy', 'Maggie Grace', 'Judah Nelson', 'Larry Sullivan', 'Jason McCune', 'Glenn Morshower', 'Mariana Klaveno', 'Martin Donovan', 'Hannah Ware', 'Christopher Darga', 'Teri Clark', 'Danielle Sherrick', 'Jeff Panzarella', 'Mo McRae', 'Kevin Zegers', 'Lewis Pullman', 'Michael Lowry', 'Danny Mooney ', 'Scott A. Martin', 'Keith Flippen', 'Brian Gallagher', 'Megan Leonard', 'Christine Dye', 'Chloe Stearns', 'Carl G. Herrick', 'Lynn Downey', 'Trisha Simmons', 'McKenna Kerrigan', 'Kasey Daley', 'John Moon', 'Nathan Hollabaugh', 'Rex Alba', 'Laura Allen', 'Matthew W. Allen', 'Victoria Borbridge', 'Brian Wolfman Black Bowman', 'Reid Carpenter', 'Theresa Cook', 'Chase Crawford', 'Jami Cullen', 'Kim Evans', 'Logan Fry', 'Jerry Gallagher', 'Adam Hicks', 'Bryan Kruse', 'Christina Lambert', 'Joe Maurer', 'Chelsea Mee', 'Kenneth Meyer', 'Nicholas Palacio', 'Ellen Pepper', 'Allison Rowe', 'Samantha Russell', 'Sarah Elizabeth Smith', 'Christina Sparks', 'Tammy Tsai', 'Peggy Warner', 'William Willet']",59,90,Elliott Lester
43296,"{'id': 86110, 'name': 'Diary of a Wimpy Kid Collection', 'poster_path': '/4Miizfzuds4ldROTff9vB0Z3EId.jpg', 'backdrop_path': '/hTbw2nLM44eE5m7ZIIXodcoDR1X.jpg'}",22000000.0,"['Comedy', 'Family']",,en,28.176992,['Twentieth Century Fox'],['United States of America'],91.0,1,Diary of a Wimpy Kid: The Long Haul,6.1,48.0,2017.0,Fri,May,"['Jason Ian Drucker', 'Owen Asztalos', 'Charlie Wright', 'Alicia Silverstone', 'Tom Everett Scott', 'Wyatt Walters', 'Dylan Walters', 'Joshua Hoover', 'Chris Coppola', 'Kimberli Lincoln', 'Mira Silverman', 'Mimi Gould', 'Beth Keener', 'Emma Wetzel', 'Elijah Marcano']",15,7,David Bowers
43304,,7075038.0,"['Adventure', 'Drama', 'History']",,ru,10.181,['Bazelevs Production'],['Russia'],140.0,1,The Spacewalker,7.4,20.0,2017.0,Wed,Apr,"['Evgeny Mironov', 'Konstantin Khabenskiy', 'Vladimir Ilin', 'Anatoliy Kotenyov', 'Aleksandra Ursuliak']",5,4,Dmitriy Kiselev
43306,,69000000.0,"['Action', 'Comedy']",http://www.thebaywatchmovie.com/,en,35.637691,"['Paramount Pictures', 'Montecito Picture Company, The', 'Flynn Picture Company', 'Fremantle Productions', 'Seven Bucks Productions', 'Skydance Media', 'Uncharted']",['United States of America'],116.0,1,Baywatch,6.1,1829.0,2017.0,Fri,May,"['Dwayne Johnson', 'Zac Efron', 'Alexandra Daddario', 'Kelly Rohrbach', 'Priyanka Chopra', 'Jon Bass', 'Ilfenesh Hadera', 'Rob Huebel', 'Yahya Abdul-Mateen II', 'John Cenatiempo', 'Pamela Anderson', 'Hannibal Buress', 'Charlotte McKinney', 'Jack Kesy', 'David Hasselhoff', 'Izabel Goulart', 'Ana Flavia Gavlak', 'Angelique Kenney', 'Oscar Nunez', 'Brandon Larracuente', 'Maegan Vogel', 'Haviland Stillwell', 'Kera Lynn', 'Whitney Goin', 'Amin Joseph', 'Belinda', 'Lee Hodge', 'Earl Poitier', 'Shay Davila', 'Barbara Vincent', 'Damon Preston', 'Bria Danielle Davis', 'Cody Scott', 'Samantha Harris', 'Seth Gordon', 'Brenda Lowe', 'Pedro Anaya Pérez', 'Vincenzo Hinckley', 'Arian Foster', 'Karin Silvestri', 'Tamila Bilalova', 'Casey McCullum', 'Zachary Vazquez']",43,116,Seth Gordon
43307,,12000000.0,"['Drama', 'Thriller']",,en,10.159713,['DiNovi Pictures'],['United States of America'],100.0,1,Unforgettable,5.7,117.0,2017.0,Thu,Apr,"['Rosario Dawson', 'Katherine Heigl', 'Geoff Stults', 'Isabella Kai Rice', 'Cheryl Ladd', 'Simon Kassianides', 'Whitney Cummings', 'Sarah Burns', 'Robert Wisdom', 'Aline Elasmar', 'Jayson Blair', 'Alex Quijano', 'Mitch Silpa', 'Alex Staggs', 'Leslie A. Hughes', 'Scott Beehner', 'Frederick Keeve', 'James Augustus Lee']",18,71,Denise Di Novi
43308,,42000000.0,"['Action', 'Comedy']",,en,11.214779,"['Twentieth Century Fox Film Corporation', 'Chernin Entertainment', 'Feigco Entertainment']",['United States of America'],90.0,3,Snatched,5.2,207.0,2017.0,Wed,May,"['Amy Schumer', 'Goldie Hawn', 'Tom Bateman', 'Christopher Meloni', 'Wanda Sykes', 'Ike Barinholtz', 'Óscar Jaenada', 'Randall Park', 'Joan Cusack', 'Raven Goodwin', 'Arturo Castro', 'Bashir Salahuddin', 'Nicholas J. Lockwood', 'Pedro Haro', 'Katie Dippold', 'Kim Caramele', 'Daniel Bess', 'Moani Hara', 'Carlos Diaz', 'Damion Scandrick', 'Andre Derizans', 'Modesto Cordero', 'Sergio Sanchez', 'Jason Quinn', 'Linda Molina', 'Al Madrigal', 'Erik-Alexander Sanchez', 'Tom Choi', 'Kevin Kane', 'Jenny Babas', 'Miguel A. Baez Jr.', 'Francis Benhamou', 'Raj K. Bose', 'Svitlana Campbell', 'Sasha Chuidian', 'Wolf Lee Counsel', 'Victoria Current', 'Shaun Dunnigan', 'Cody Easterbrook', 'Jiaoying Liang', 'Cat Limket', 'Shawn McBride', 'Andre Pelzer', 'Ty Quiamboa', 'Sandy Ritz', 'Scott M. Schewe', 'David James Sikkink', 'Rebecca Teresia']",48,37,Jonathan Levine
43313,,125000000.0,"['Thriller', 'Action', 'Adventure']",http://www.themummy.com,en,33.704935,"['Universal Pictures', 'Sean Daniel Company', 'Secret Hideout']",['United States of America'],110.0,3,The Mummy,5.4,2122.0,2017.0,Tue,Jun,"['Tom Cruise', 'Russell Crowe', 'Annabelle Wallis', 'Sofia Boutella', 'Jake Johnson', 'Courtney B. Vance', 'Marwan Kenzari', 'Neil Maskell', 'Javier Botet', 'Andrew Brooke', 'Selva Rasalingam', 'Shanina Shaik', 'Dylan Smith', 'Hadrian Howard', 'Rez Kempton', 'Bella Ava Georgiou', 'David Burnett', 'Stephen Thompson', 'James Arama', 'Vera Chok', 'Tyrone Love', 'Sean Cameron Michael', 'Martin Bishop', 'Simon Atherton', 'Matthew Wilkas', 'Sohm Kapila', 'Erol Ismail', 'Parker Sawyers', 'Rhona Croker', 'Timothy Allsop', 'Grace Chilton', 'Hannah Ankrah', 'Dylan Kussman', 'Peter Lofsgard', 'Shane Zaza', 'Alice Hewkin', 'Daniel Tuite', 'Noof McEwan', 'Maryam Grace', 'Sonya Cullingford', 'Fionn Cox-Davies', 'Neus Gil Cortes', 'Emily Thompson-Smith', 'Stéphane Deheselle', 'Madeleine Fairminer', 'Michèle Paleta Rhyner', 'Christian Davidson', 'Michael Haydon', 'Solomon Taiwo Justified', 'Shina Shihoko Nagai', 'Jason Matthewson', 'Kelly Burke', 'Mouna Albakry', 'Chasty Ballesteros']",54,119,Alex Kurtzman
43330,"{'id': 9485, 'name': 'The Fast and the Furious Collection', 'poster_path': '/mCkqJf4ijbNoBWvJ0RTWZJuhJUA.jpg', 'backdrop_path': '/z5A5W3WYJc3UVEWljSGwdjDgQ0j.jpg'}",250000000.0,"['Action', 'Crime', 'Thriller']",http://www.fastandfurious.com/,en,48.573287,"['Universal Pictures', 'Original Film', 'One Race Films']",['United States of America'],136.0,1,The Fate of the Furious,6.8,3803.0,2017.0,Wed,Apr,"['Vin Diesel', 'Jason Statham', 'Dwayne Johnson', 'Michelle Rodriguez', 'Tyrese Gibson', 'Ludacris', 'Charlize Theron', 'Kurt Russell', 'Nathalie Emmanuel', 'Luke Evans', 'Elsa Pataky', 'Kristofer Hivju', 'Scott Eastwood', 'Corey Maher', 'Tego Calderón', 'Don Omar', 'Helen Mirren', 'Patrick St. Esprit', 'Eden Estrella', 'Janmarco Santiago', 'Luke Hawx', 'Celestino Cornielle', 'Olek Krupa', 'Alexander Babara', 'Andre Pushkin', 'Robert Jekabson', 'Nick Gracer', 'Gary Weeks', 'Michael W. Broomer', 'Theresa Cook', 'Kim Evans', 'Oleg Prudius', 'Connie Kincer', 'Yassie Hawkes', 'Destiny Lopez', 'Anita Farmer Bergman', 'Friday Chamberlain', 'Mya Levels', 'Yuliya Zelenskaya', 'Trevor Wolf', 'Megan Marie Wilson', 'Myrom Kingery', 'Dominick Wilkins', 'Shannon Marie Watts', 'Gary Lee Vincent', 'Zachary Vazquez', 'Ronald Joe Vasquez', 'Alan Tuskes', 'Mikhail Tot', 'Branislav R. Tatalovic', 'Doug Stroup', 'Eddy Stewart', 'Shawn Sterba', 'Nancy Ellen Shore', 'Jon Komp Shin', 'Darren Sheehan', 'Gabrielle Sebben', 'Ramona Schwalbach', 'Debbie Scaletta', 'Melissa Santiago', 'Mark Salas', 'Jostein Sagnes', 'Porche Robinson', 'Charlie Reyes-Torreblanca', 'William Cowboy Reed', 'Ryan Poole', 'Michelle Poole', 'Charles Poole', 'Anthony Vance Pierce', 'Carmelo Oquendo', 'Pauline Nowakowski', 'Darko Nikolic', 'Ryan Newton', 'Zoya Naumchik', 'Doug Meacham', 'Chris McCail', 'Faith Logan', 'Gary Lavard', 'Özcan Özdemir', 'Karin Boesler']",80,157,F. Gary Gray
43361,,38000000.0,"['Action', 'Animation', 'Comedy', 'Family']",http://www.foxmovies.com/movies/captain-underpants-the-first-epic-movie,en,88.561239,"['DreamWorks Animation', 'Scholastic Entertainment']",['United States of America'],89.0,2,Captain Underpants: The First Epic Movie,6.5,159.0,2017.0,Thu,Jun,"['Kevin Hart', 'Ed Helms', 'Thomas Middleditch', 'Nick Kroll', 'Jordan Peele', 'Kristen Schaal', 'Dee Dee Rescher', 'Brian Posehn', 'Grey Griffin', 'Fred Tatasciore', 'Mel Rodriguez', 'David Soren', 'Susan Fitzker', 'Lynnane Zager', 'Tiffany Lauren Bennicke', 'James Ryan', 'Leslie David Baker', 'Sugar Lyn Beard', 'Lesley Nicol', 'Chris Miller', 'Coco Soren']",21,4,David Soren
